datetime,count
2011-01-20 0:00,2.3576868
2011-01-20 1:00,0.0
2011-01-20 2:00,0.0
2011-01-20 3:00,0.0
2011-01-20 4:00,0.0
2011-01-20 5:00,0.0
2011-01-20 6:00,49.833797
2011-01-20 7:00,126.003914
2011-01-20 8:00,308.64813
2011-01-20 9:00,70.31817
2011-01-20 10:00,0.0
2011-01-20 11:00,0.0
2011-01-20 12:00,27.318476
2011-01-20 13:00,16.142853
2011-01-20 14:00,12.744412
2011-01-20 15:00,11.038562
2011-01-20 16:00,71.71576
2011-01-20 17:00,219.52966
2011-01-20 18:00,179.8747
2011-01-20 19:00,90.68696
2011-01-20 20:00,32.281494
2011-01-20 21:00,39.844337
2011-01-20 22:00,29.937508
2011-01-20 23:00,21.375275
2011-01-21 0:00,19.792881
2011-01-21 1:00,9.466139
2011-01-21 2:00,0.0
2011-01-21 3:00,0.9848488
2011-01-21 4:00,12.205328
2011-01-21 5:00,0.0
2011-01-21 6:00,51.239697
2011-01-21 7:00,120.1045
2011-01-21 8:00,300.48965
2011-01-21 9:00,48.6746
2011-01-21 10:00,0.0
2011-01-21 11:00,0.0
2011-01-21 12:00,0.0
2011-01-21 13:00,0.0
2011-01-21 14:00,0.0
2011-01-21 15:00,0.0
2011-01-21 16:00,58.354122
2011-01-21 17:00,198.56805
2011-01-21 18:00,185.06358
2011-01-21 19:00,74.43931
2011-01-21 20:00,22.105726
2011-01-21 21:00,29.986362
2011-01-21 22:00,19.169966
2011-01-21 23:00,11.655797
2011-01-22 0:00,47.77064
2011-01-22 1:00,27.769531
2011-01-22 2:00,26.35269
2011-01-22 3:00,2.7377193
2011-01-22 4:00,2.2978823
2011-01-22 6:00,0.0
2011-01-22 7:00,0.0
2011-01-22 8:00,0.0
2011-01-22 9:00,17.288263
2011-01-22 10:00,81.3865
2011-01-22 11:00,125.215096
2011-01-22 12:00,173.81447
2011-01-22 13:00,168.77815
2011-01-22 14:00,157.9068
2011-01-22 15:00,152.52013
2011-01-22 16:00,126.978546
2011-01-22 17:00,62.90237
2011-01-22 18:00,32.422634
2011-01-22 19:00,0.0
2011-01-22 20:00,0.0
2011-01-22 21:00,9.232943
2011-01-22 22:00,21.982616
2011-01-22 23:00,26.310488
2011-01-23 0:00,54.20168
2011-01-23 1:00,35.730698
2011-01-23 2:00,31.592413
2011-01-23 3:00,7.9774394
2011-01-23 5:00,0.0
2011-01-23 6:00,0.0
2011-01-23 7:00,0.0
2011-01-23 8:00,0.0
2011-01-23 9:00,8.473972
2011-01-23 10:00,47.280666
2011-01-23 11:00,106.29239
2011-01-23 12:00,138.787
2011-01-23 13:00,142.12056
2011-01-23 14:00,140.6643
2011-01-23 15:00,135.27763
2011-01-23 16:00,126.978546
2011-01-23 17:00,35.262875
2011-01-23 18:00,31.16872
2011-01-23 19:00,0.0
2011-01-23 20:00,0.0
2011-01-23 21:00,4.769392
2011-01-23 22:00,4.4146366
2011-01-23 23:00,12.193825
2011-01-24 0:00,6.276811
2011-01-24 1:00,0.0
2011-01-24 3:00,0.0
2011-01-24 4:00,0.0
2011-01-24 5:00,0.0
2011-01-24 6:00,49.99418
2011-01-24 7:00,114.36382
2011-01-24 8:00,315.01556
2011-01-24 9:00,63.094395
2011-01-24 10:00,0.0
2011-01-24 11:00,0.0
2011-01-24 12:00,24.743168
2011-01-24 13:00,21.652298
2011-01-24 14:00,10.169101
2011-01-24 15:00,23.57119
2011-01-24 16:00,69.45273
2011-01-24 17:00,209.66669
2011-01-24 18:00,193.09428
2011-01-24 19:00,108.12772
2011-01-24 20:00,44.384235
2011-01-24 21:00,48.749874
2011-01-24 22:00,39.600613
2011-01-24 23:00,35.603012
2011-01-25 0:00,18.80531
2011-01-25 1:00,9.817524
2011-01-25 2:00,0.22527973
2011-01-25 4:00,2.6369743
2011-01-25 5:00,4.66414
2011-01-25 6:00,56.9934
2011-01-25 7:00,132.2022
2011-01-25 8:00,346.4208
2011-01-25 9:00,74.51777
2011-01-25 10:00,0.0
2011-01-25 11:00,0.0
2011-01-25 12:00,17.82782
2011-01-25 13:00,14.736949
2011-01-25 14:00,12.744412
2011-01-25 15:00,18.436365
2011-01-25 16:00,71.71576
2011-01-25 17:00,230.19888
2011-01-25 18:00,196.18047
2011-01-25 19:00,93.502205
2011-01-25 20:00,47.18123
2011-01-25 21:00,47.083313
2011-01-25 22:00,43.827747
2011-01-25 23:00,32.59116
2011-01-26 0:00,26.925934
2011-01-26 1:00,0.0
2011-01-26 2:00,2.5184171
2011-01-26 5:00,0.0
2011-01-26 6:00,46.12894
2011-01-26 7:00,64.18701
2011-01-26 8:00,251.24731
2011-01-26 9:00,5.9997454
2011-01-26 10:00,0.0
2011-01-26 11:00,0.0
2011-01-26 12:00,0.0
2011-01-26 13:00,0.0
2011-01-26 14:00,0.0
2011-01-26 15:00,0.0
2011-01-26 16:00,0.0
2011-01-26 17:00,135.42915
2011-01-27 16:00,72.24972
2011-01-27 17:00,228.75331
2011-01-27 18:00,215.2563
2011-01-27 19:00,121.486015
2011-01-27 20:00,69.26798
2011-01-27 21:00,66.23581
2011-01-27 22:00,57.626003
2011-01-27 23:00,53.358673
2011-01-28 0:00,27.380753
2011-01-28 1:00,11.259919
2011-01-28 2:00,6.503281
2011-01-28 3:00,10.059165
2011-01-28 5:00,10.169342
2011-01-28 6:00,71.55874
2011-01-28 7:00,149.94151
2011-01-28 8:00,346.857
2011-01-28 9:00,10.728196
2011-01-28 10:00,0.0
2011-01-28 11:00,0.0
2011-01-28 12:00,0.0
2011-01-28 13:00,0.0
2011-01-28 14:00,0.0
2011-01-28 15:00,7.1744556
2011-01-28 16:00,80.5615
2011-01-28 17:00,232.41638
2011-01-28 18:00,202.04178
2011-01-28 19:00,108.12405
2011-01-28 20:00,50.9078
2011-01-28 21:00,58.99683
2011-01-28 22:00,32.61187
2011-01-28 23:00,35.282116
2011-01-29 0:00,43.851517
2011-01-29 1:00,30.144205
2011-01-29 2:00,26.642855
2011-01-29 3:00,3.0278838
2011-01-29 4:00,2.0582027
2011-01-29 6:00,0.0
2011-01-29 7:00,0.0
2011-01-29 8:00,0.0
2011-01-29 9:00,32.446003
2011-01-29 10:00,80.581856
2011-01-29 11:00,124.41045
2011-01-29 12:00,165.61201
2011-01-29 13:00,171.32486
2011-01-29 14:00,160.30151
2011-01-29 15:00,150.20035
2011-01-29 16:00,138.3132
2011-01-29 17:00,64.04221
2011-01-29 18:00,55.71755
2011-01-29 19:00,13.643464
2011-01-29 20:00,16.135218
2011-01-29 21:00,33.271767
2011-01-29 22:00,31.841063
2011-01-29 23:00,41.584995
2011-01-30 0:00,53.456646
2011-01-30 1:00,34.05302
2011-01-30 2:00,28.131178
2011-01-30 3:00,1.9649729
2011-01-30 4:00,0.4947067
2011-01-30 5:00,0.0
2011-01-30 7:00,0.0
2011-01-30 8:00,0.0
2011-01-30 9:00,37.027527
2011-01-30 10:00,84.144714
2011-01-30 11:00,114.48425
2011-01-30 12:00,184.04263
2011-01-30 13:00,171.46107
2011-01-30 14:00,169.92844
2011-01-30 15:00,164.54176
2011-01-30 16:00,146.39798
2011-01-30 17:00,56.644398
2011-01-30 18:00,55.657894
2011-01-30 19:00,12.752578
2011-01-30 20:00,14.450545
2011-01-30 21:00,35.02178
2011-01-30 22:00,29.993166
2011-01-30 23:00,35.20085
2011-01-31 0:00,6.7441297
2011-01-31 1:00,0.0
2011-01-31 2:00,0.0
2011-01-31 3:00,0.0
2011-01-31 4:00,0.0
2011-01-31 5:00,0.0
2011-01-31 6:00,58.013596
2011-01-31 7:00,134.47237
2011-01-31 8:00,318.44244
2011-01-31 9:00,77.50256
2011-01-31 10:00,0.0
2011-01-31 11:00,0.0
2011-01-31 12:00,24.581095
2011-01-31 13:00,20.084322
2011-01-31 14:00,10.00703
2011-01-31 15:00,21.85296
2011-01-31 16:00,67.7345
2011-01-31 17:00,215.54843
2011-01-31 18:00,194.18784
2011-01-31 19:00,112.25619
2011-01-31 20:00,27.590221
2011-01-31 21:00,31.47329
2011-01-31 22:00,44.148643
2011-01-31 23:00,32.59116
2011-02-20 0:00,40.647408
2011-02-20 1:00,30.331116
2011-02-20 2:00,34.997295
2011-02-20 3:00,0.0
2011-02-20 4:00,0.0
2011-02-20 6:00,0.0
2011-02-20 7:00,0.0
2011-02-20 8:00,0.0
2011-02-20 9:00,41.414223
2011-02-20 10:00,92.91807
2011-02-20 11:00,149.18304
2011-02-20 12:00,198.03271
2011-02-20 13:00,194.94183
2011-02-20 14:00,185.3244
2011-02-20 15:00,179.93773
2011-02-20 16:00,161.79395
2011-02-20 17:00,95.86213
2011-02-20 18:00,82.92689
2011-02-20 19:00,41.999344
2011-02-20 20:00,36.5498
2011-02-20 21:00,41.32479
2011-02-20 22:00,30.481827
2011-02-20 23:00,47.70803
2011-02-21 0:00,32.098553
2011-02-21 1:00,32.90752
2011-02-21 2:00,26.985683
2011-02-21 3:00,11.184959
2011-02-21 4:00,4.6185646
2011-02-21 5:00,0.0
2011-02-21 6:00,15.442965
2011-02-21 7:00,0.0
2011-02-21 8:00,0.0
2011-02-21 9:00,56.60925
2011-02-21 10:00,89.70873
2011-02-21 11:00,139.14285
2011-02-21 12:00,180.34444
2011-02-21 13:00,118.732544
2011-02-21 14:00,154.23624
2011-02-21 15:00,139.25803
2011-02-21 16:00,60.111618
2011-02-21 17:00,80.75924
2011-02-21 18:00,72.84536
2011-02-21 19:00,34.94347
2011-02-21 20:00,2.4831448
2011-02-21 21:00,0.0
2011-02-21 22:00,6.7521605
2011-02-21 23:00,16.496092
2011-02-22 6:00,69.582016
2011-02-22 7:00,154.50035
2011-02-22 8:00,337.73505
2011-02-22 9:00,92.84882
2011-02-22 10:00,15.85048
2011-02-22 11:00,20.785736
2011-02-22 12:00,49.08836
2011-02-22 13:00,47.40339
2011-02-22 14:00,28.52241
2011-02-22 15:00,34.214363
2011-02-22 16:00,94.891525
2011-02-22 17:00,241.57066
2011-02-22 18:00,227.69542
2011-02-22 19:00,114.78481
2011-02-22 20:00,69.51142
2011-02-22 21:00,41.05996
2011-02-22 22:00,23.354893
2011-02-22 23:00,19.357279
2011-02-23 0:00,1.8028435
2011-02-23 1:00,0.0
2011-02-23 2:00,0.0
2011-02-23 3:00,0.0
2011-02-23 5:00,0.0
2011-02-23 6:00,41.235367
2011-02-23 7:00,136.97997
2011-02-23 8:00,332.21515
2011-02-23 9:00,79.05921
2011-02-23 10:00,4.8149333
2011-02-23 11:00,16.844261
2011-02-23 12:00,45.146885
2011-02-23 13:00,48.886856
2011-02-23 14:00,37.40366
2011-02-23 15:00,43.095615
2011-02-23 16:00,96.37502
2011-02-23 17:00,252.52815
2011-02-23 18:00,229.17891
